start_time,end_time,goal_status,num_points
323.1,323.20000000000005,moving to station 1,2
323.3,323.8,stopped (unknown),6
323.90000000000003,326.1,moving to station 1,23
326.20000000000005,328.0,stopped (unknown),19
328.1,328.3,moving to station 1,3
328.40000000000003,329.70000000000005,stopped (unknown),14
329.8,330.0,moving to station 1,3
330.1,332.0,stopped (unknown),20
332.1,332.5,moving to station 1,5
332.6,333.8,stopped (unknown),13
333.90000000000003,334.3,moving to station 1,5
334.40000000000003,335.5,stopped (unknown),12
335.6,337.0,moving to station 1,15
337.1,337.8,stopped (unknown),8
337.90000000000003,340.5,moving to station 1,27
340.6,342.0,stopped (unknown),15
342.1,346.20000000000005,moving to station 1,42
346.3,347.1,stopped (unknown),9
347.20000000000005,348.20000000000005,moving to station 1,11
348.3,349.3,stopped (unknown),11
349.40000000000003,350.0,moving to station 1,7
350.1,351.6,stopped (unknown),16
351.70000000000005,357.1,moving to station 1,55
357.20000000000005,357.20000000000005,stopped at station 1,1
357.3,360.20000000000005,moving to station 8,30
360.3,361.1,stopped (unknown),9
361.2000000000001,363.4,moving to station 8,23
363.5,366.3,stopped (unknown),29
366.4,366.4,moving to station 8,1
366.5,367.5,stopped (unknown),11
367.6,367.8,moving to station 8,3
367.9,368.9,stopped (unknown),11
369.0,374.2000000000001,moving to station 8,53
374.3,375.1,stopped (unknown),9
375.2000000000001,376.6,moving to station 8,15
376.7000000000001,378.0,stopped (unknown),14
378.1,379.5,moving to station 8,15
379.6,380.2000000000001,stopped (unknown),7
380.3,386.9,moving to station 8,67
387.0,388.8,stopped (unknown),19
388.9,391.7000000000001,moving to station 8,29
391.8,392.7000000000001,stopped (unknown),10
392.8,392.8,moving to station 8,1
392.9,394.0,stopped (unknown),12
394.1,395.0,moving to station 8,10
395.1,396.9,stopped (unknown),19
397.0,397.1,moving to station 8,2
397.2000000000001,398.0,stopped (unknown),9
398.1,401.7000000000001,moving to station 8,37
401.8,403.0,stopped (unknown),13
403.1,405.5,moving to station 8,25
405.6,407.2000000000001,stopped (unknown),17
407.3,407.7000000000001,moving to station 8,5
407.8,409.0,stopped (unknown),13
409.1,411.9,moving to station 8,29
412.0,413.0,stopped (unknown),11
413.1,413.2000000000001,moving to station 8,2
413.3,415.0,stopped (unknown),18
415.1,416.6,moving to station 8,16
416.7000000000001,418.3,stopped (unknown),17
418.4,421.4,moving to station 8,31
421.5,422.1,stopped (unknown),7
422.2000000000001,423.6,moving to station 8,15
423.7000000000001,425.6,stopped (unknown),20
425.7000000000001,430.0,moving to station 8,44
430.1,432.7000000000001,stopped (unknown),27
432.8,436.2000000000001,moving to station 8,35
436.3,436.3,stopped at station 8,1
436.4,439.5,moving to station 3,32
439.6,440.3,stopped (unknown),8
440.4,441.6,moving to station 3,13
441.7000000000001,442.9,stopped (unknown),13
443.0,445.1,moving to station 3,22
445.2000000000001,446.8,stopped (unknown),17
446.9,448.6,moving to station 3,18
448.7000000000001,451.1,stopped (unknown),25
451.2000000000001,454.7000000000001,moving to station 3,36
454.8,456.7000000000001,stopped (unknown),20
456.8,468.1,moving to station 3,114
468.2000000000001,469.8,stopped (unknown),17
469.9,475.6,moving to station 3,58
475.7000000000001,476.8,stopped (unknown),12
476.9,477.6,moving to station 3,8
477.7000000000001,479.0,stopped (unknown),14
479.1,481.5,moving to station 3,25
481.6,483.9,stopped (unknown),24
484.0,485.0,moving to station 3,11
485.1,485.8,stopped (unknown),8
485.9,486.8,moving to station 3,10
486.9,488.8,stopped (unknown),20
488.9,489.3,moving to station 3,5
489.4,491.3,stopped (unknown),20
491.4,492.4,moving to station 3,11
492.5,493.5,stopped (unknown),11
493.6,495.8,moving to station 3,23
495.9,496.7000000000001,stopped (unknown),9
496.8,498.5,moving to station 3,18
498.6,501.2000000000001,stopped (unknown),27
501.3,501.4,moving to station 3,2
501.5,503.1,stopped (unknown),17
503.2000000000001,504.6,moving to station 3,15
504.7000000000001,506.4,stopped (unknown),18
506.5,506.9,moving to station 3,5
507.0,507.0,stopped at station 3,1
507.1,508.6,moving to station 5,16
508.7000000000001,509.7000000000001,stopped (unknown),11
509.8,516.2,moving to station 5,65
516.3000000000001,517.9,stopped (unknown),17
518.0,528.4,moving to station 5,105
528.5,529.4,stopped (unknown),10
529.5,530.0,moving to station 5,6
530.1,530.6,stopped (unknown),6
530.7,531.9,moving to station 5,13
532.0,532.0,stopped at station 5,1
532.1,532.2,moving to station 4,2
532.3000000000001,534.1,stopped (unknown),19
534.2,536.2,moving to station 4,21
536.3000000000001,537.6,stopped (unknown),14
537.7,538.1,moving to station 4,5
538.2,540.0,stopped (unknown),19
540.1,540.3000000000001,moving to station 4,3
540.4,540.9,stopped (unknown),6
541.0,542.3000000000001,moving to station 4,14
542.4,543.5,stopped (unknown),12
543.6,544.8000000000001,moving to station 4,13
544.9,546.7,stopped (unknown),19
546.8000000000001,546.8000000000001,moving to station 4,1
546.9,547.8000000000001,stopped (unknown),10
547.9,549.3000000000001,moving to station 4,15
549.4,550.8000000000001,stopped (unknown),15
550.9,551.3000000000001,moving to station 4,5
551.4,552.6,stopped (unknown),13
552.7,552.7,moving to station 4,1
552.8000000000001,554.1,stopped (unknown),14
554.2,555.8000000000001,moving to station 4,17
555.9,556.8000000000001,stopped (unknown),10
556.9,559.3000000000001,moving to station 4,25
559.4,561.5,stopped (unknown),22
561.6,563.3000000000001,moving to station 4,18
563.4,565.3000000000001,stopped (unknown),20
565.4,566.5,moving to station 4,12
566.6,568.1,stopped (unknown),16
568.2,570.0,moving to station 4,19
570.1,571.2,stopped (unknown),12
571.3000000000001,578.9,moving to station 4,77
579.0,579.7,stopped (unknown),8
579.8000000000001,580.7,moving to station 4,10
580.8000000000001,581.9,stopped (unknown),12
582.0,582.1,moving to station 4,2
582.2,583.3000000000001,stopped (unknown),12
583.4,583.9,moving to station 4,6
584.0,584.6,stopped (unknown),7
584.7,586.5,moving to station 4,19
586.6,587.5,stopped (unknown),10
587.6,588.7,moving to station 4,12
588.8000000000001,590.6,stopped (unknown),19
590.7,596.4,moving to station 4,58
596.5,597.6,stopped (unknown),12
597.7,601.2,moving to station 4,36
601.3000000000001,602.4,stopped (unknown),12
602.5,602.9,moving to station 4,5
603.0,603.9,stopped (unknown),10
604.0,604.2,moving to station 4,3
604.3000000000001,605.2,stopped (unknown),10
605.3000000000001,609.3000000000001,moving to station 4,41
609.4,609.9,stopped (unknown),6
610.0,610.9,moving to station 4,10
611.0,612.2,stopped (unknown),13
612.3000000000001,616.6,moving to station 4,44
616.7,618.1,stopped (unknown),15
618.2,618.5,moving to station 4,4
618.6,619.6,stopped (unknown),11
619.7,620.7,moving to station 4,11
620.8000000000001,620.8000000000001,stopped at station 4,1
620.9000000000001,624.3000000000001,moving to station 8,35
624.4000000000001,625.9000000000001,stopped (unknown),16
626.0,628.9000000000001,moving to station 8,30
629.0,630.0,stopped (unknown),11
630.1,630.4000000000001,moving to station 8,4
630.5,633.4000000000001,stopped (unknown),30
633.5,633.8000000000001,moving to station 8,4
633.9000000000001,634.4000000000001,stopped (unknown),6
634.5,634.6,moving to station 8,2
634.7,637.1,stopped (unknown),25
637.2,637.2,collision detected,1
637.3000000000001,637.5,stopped (unknown),3
637.6,639.2,moving to station 8,17
639.3000000000001,640.7,stopped (unknown),15
640.8000000000001,642.3000000000001,moving to station 8,16
642.4000000000001,642.4000000000001,collision detected,1
642.5,642.8000000000001,moving to station 8,4
642.9000000000001,643.8000000000001,stopped (unknown),10
643.9000000000001,643.9000000000001,collision detected,1
644.0,644.5,stopped (unknown),6
644.6,644.6,moving to station 8,1
644.7,644.7,collision detected,1
644.8000000000001,645.8000000000001,moving to station 8,11
645.9000000000001,646.8000000000001,stopped (unknown),10
646.9000000000001,647.7,moving to station 8,9
647.8000000000001,649.0,stopped (unknown),13
649.1,659.2,moving to station 8,102
659.3000000000001,660.3000000000001,stopped (unknown),11
660.4000000000001,660.5,moving to station 8,2
660.6,662.0,stopped (unknown),15
662.1,662.4000000000001,moving to station 8,4
662.5,664.1,stopped (unknown),17
664.2,665.7,moving to station 8,16
665.8000000000001,667.7,stopped (unknown),20
667.8000000000001,669.2,moving to station 8,15
669.3000000000001,670.0,stopped (unknown),8
670.1,670.2,moving to station 8,2
670.3000000000001,671.7,stopped (unknown),15
671.8000000000001,675.7,moving to station 8,40
675.8000000000001,677.5,stopped (unknown),18
677.6,679.8000000000001,moving to station 8,23
679.9000000000001,681.8000000000001,stopped (unknown),20
681.9000000000001,687.9000000000001,moving to station 8,61
688.0,689.6,stopped (unknown),17
689.7,690.5,moving to station 8,9
690.6,692.4000000000001,stopped (unknown),19
692.5,693.6,moving to station 8,12
693.7,694.2,stopped (unknown),6
694.3000000000001,694.5,moving to station 8,3
694.6,696.4000000000001,stopped (unknown),19
696.5,699.1,moving to station 8,27
699.2,700.2,stopped (unknown),11
700.3000000000001,700.5,moving to station 8,3
700.6,703.4000000000001,stopped (unknown),29
703.5,704.6,moving to station 8,12
704.7,706.3000000000001,stopped (unknown),17
706.4000000000001,706.7,moving to station 8,4
706.8000000000001,707.8000000000001,stopped (unknown),11
707.9000000000001,709.6,moving to station 8,18
709.7,710.2,stopped (unknown),6
710.3000000000001,710.7,moving to station 8,5
710.8000000000001,712.5,stopped (unknown),18
712.6,712.9000000000001,moving to station 8,4
713.0,713.6,stopped (unknown),7
713.7,713.7,moving to station 8,1
713.8000000000001,715.4000000000001,stopped (unknown),17
715.5,718.2,moving to station 8,28
718.3000000000001,719.3000000000001,stopped (unknown),11
719.4000000000001,720.5,moving to station 8,12
720.6,720.6,stopped at station 8,1
720.7,722.3000000000001,moving to station 6,17
722.4000000000001,723.1,stopped (unknown),8
723.2,726.7,moving to station 6,36
726.8000000000001,728.0,stopped (unknown),13
728.1,735.2,moving to station 6,72
735.3000000000001,736.0,stopped (unknown),8
736.1,736.9000000000001,moving to station 6,9
737.0,737.7,stopped (unknown),8
737.8000000000001,739.4000000000001,moving to station 6,17
739.5,740.1,stopped (unknown),7
740.2,740.4000000000001,moving to station 6,3
740.5,741.8000000000001,stopped (unknown),14
741.9000000000001,741.9000000000001,moving to station 6,1
742.0,743.1,stopped (unknown),12
743.2,743.7,moving to station 6,6
743.8000000000001,745.1,stopped (unknown),14
745.2,746.5,moving to station 6,14
746.6,747.7,stopped (unknown),12
747.8000000000001,748.2,moving to station 6,5
748.3000000000001,749.1,stopped (unknown),9
749.2,749.4000000000001,moving to station 6,3
749.5,750.8000000000001,stopped (unknown),14
750.9000000000001,752.1,moving to station 6,13
752.2,753.8000000000001,stopped (unknown),17
753.9000000000001,754.1,moving to station 6,3
754.2,755.0,stopped (unknown),9
755.1,760.8000000000001,moving to station 6,58
760.9000000000001,762.3000000000001,stopped (unknown),15
762.4000000000001,762.7,moving to station 6,4
762.8000000000001,763.5,stopped (unknown),8
763.6,763.8000000000001,moving to station 6,3
763.9000000000001,765.5,stopped (unknown),17
765.6,767.6,moving to station 6,21
767.7,769.6,stopped (unknown),20
769.7,769.8000000000001,moving to station 6,2
769.9000000000001,770.6,stopped (unknown),8
770.7,774.0,moving to station 6,34
774.1,775.5,stopped (unknown),15
775.6,779.9000000000001,moving to station 6,44
780.0,781.9000000000001,stopped (unknown),20
782.0,782.3000000000001,moving to station 6,4
782.4000000000001,783.5,stopped (unknown),12
783.6,783.8000000000001,moving to station 6,3
783.9000000000001,785.3000000000001,stopped (unknown),15
785.4000000000001,788.0,moving to station 6,27
788.1,789.0,stopped (unknown),10
789.1,789.3000000000001,moving to station 6,3
789.4000000000001,790.2,stopped (unknown),9
790.3000000000001,790.9000000000001,moving to station 6,7
791.0,792.1,stopped (unknown),12
792.2,792.3000000000001,moving to station 6,2
792.4000000000001,793.7,stopped (unknown),14
793.8000000000001,799.9000000000001,moving to station 6,62
800.0,800.7,stopped (unknown),8
800.8000000000001,801.1,moving to station 6,4
801.2,802.9000000000001,stopped (unknown),18
803.0,805.1,moving to station 6,22
805.2,805.2,stopped at station 6,1
805.3000000000001,808.5,moving to station 8,33
808.6,810.5,stopped (unknown),20
810.6,811.7,moving to station 8,12
811.8000000000001,813.3000000000001,stopped (unknown),16
813.4000000000001,814.6,moving to station 8,13
814.7,815.4000000000001,stopped (unknown),8
815.5,817.6,moving to station 8,22
817.7,818.2,stopped (unknown),6
818.3000000000001,823.6,moving to station 8,54
823.7,824.7,stopped (unknown),11
824.8000000000001,827.8000000000001,moving to station 8,31
827.9000000000001,828.9000000000001,stopped (unknown),11
829.0,830.7,moving to station 8,18
830.8000000000001,831.6,stopped (unknown),9
831.7,834.3000000000001,moving to station 8,27
834.4000000000001,835.1,stopped (unknown),8
835.2,836.2,moving to station 8,11
836.3000000000001,838.2,stopped (unknown),20
838.3000000000001,838.8000000000001,moving to station 8,6
838.9000000000001,840.6,stopped (unknown),18
840.7,843.2,moving to station 8,26
843.3000000000001,844.7,stopped (unknown),15
844.8000000000001,846.6,moving to station 8,19
846.7,847.8000000000001,stopped (unknown),12
847.9000000000001,850.4000000000001,moving to station 8,26
850.5,851.2,stopped (unknown),8
851.3000000000001,856.7,moving to station 8,55
856.8000000000001,858.6,stopped (unknown),19
858.7,859.2,moving to station 8,6
859.3000000000001,859.8000000000001,stopped (unknown),6
859.9000000000001,861.5,moving to station 8,17
861.6,862.2,stopped (unknown),7
862.3000000000001,862.7,moving to station 8,5
862.8000000000001,862.8000000000001,stopped at station 8,1
862.9000000000001,864.7,moving to station 1,19
864.8000000000001,865.4000000000001,stopped (unknown),7
865.5,866.5,moving to station 1,11
866.6,868.0,stopped (unknown),15
868.1,869.1,moving to station 1,11
869.2,870.2,stopped (unknown),11
870.3000000000001,872.6,moving to station 1,24
872.7,874.3000000000001,stopped (unknown),17
874.4000000000001,874.5,moving to station 1,2
874.6,875.9000000000001,stopped (unknown),14
876.0,876.5,moving to station 1,6
876.6,878.5,stopped (unknown),20
878.6,879.4000000000001,moving to station 1,9
879.5,881.0,stopped (unknown),16
881.1,890.3000000000001,moving to station 1,93
890.4000000000001,891.8000000000001,stopped (unknown),15
891.9000000000001,894.8000000000001,moving to station 1,30
894.9000000000001,896.1,stopped (unknown),13
896.2,898.5,moving to station 1,24
898.6,899.5,stopped (unknown),10
899.6,900.2,moving to station 1,7
900.3000000000001,900.8,stopped (unknown),6
900.9,901.8,moving to station 1,10
901.9,902.4,stopped (unknown),6
902.5,902.7,moving to station 1,3
902.8,904.5,stopped (unknown),18
904.6,906.6,moving to station 1,21
906.7,907.9,stopped (unknown),13
908.0,908.0,moving to station 1,1
908.1,909.4,stopped (unknown),14
909.5,911.8,moving to station 1,24
911.9,912.9,stopped (unknown),11
913.0,913.1,moving to station 1,2
913.2,913.7,stopped (unknown),6
913.8,915.0,moving to station 1,13
915.1,916.8,stopped (unknown),18
916.9,920.1,moving to station 1,33
920.2,921.9,stopped (unknown),18
922.0,924.4,moving to station 1,25
924.5,926.1,stopped (unknown),17
926.2,927.7,moving to station 1,16
927.8,927.8,stopped at station 1,1
927.9,928.9,moving to station 3,11
929.0,929.7,stopped (unknown),8
929.8,930.9,moving to station 3,12
931.0,931.8,stopped (unknown),9
931.9,933.5,moving to station 3,17
933.6,935.1,stopped (unknown),16
935.2,935.6,moving to station 3,5
935.7,936.3,stopped (unknown),7
936.4,938.0,moving to station 3,17
938.1,940.4,stopped (unknown),24
940.5,940.8,moving to station 3,4
940.9,942.5,stopped (unknown),17
942.6,943.2,moving to station 3,7
943.3,946.6,stopped (unknown),34
946.7,946.7,moving to station 3,1
946.8,946.8,stopped (unknown),1
946.9,946.9,collision detected,1
947.0,948.0,stopped (unknown),11
948.1,948.6,moving to station 3,6
948.7,950.3,stopped (unknown),17
950.4,953.2,moving to station 3,29
953.3,953.3,collision detected,1
953.4,956.6,moving to station 3,33
956.7,958.6,stopped (unknown),20
958.7,959.0,moving to station 3,4
959.1,959.8,stopped (unknown),8
959.9,960.0,moving to station 3,2
960.1,961.2,stopped (unknown),12
961.3,962.0,moving to station 3,8
962.1,963.1,stopped (unknown),11
963.2,966.4,moving to station 3,33
966.5,967.0,stopped (unknown),6
967.1,968.8,moving to station 3,18
968.9,969.4,stopped (unknown),6
969.5,969.5,collision detected,1
969.6,970.7,stopped (unknown),12
970.8,970.9,moving to station 3,2
971.0,972.4,stopped (unknown),15
972.5,973.1,moving to station 3,7
973.2,974.7,stopped (unknown),16
974.8,975.9,moving to station 3,12
976.0,977.4,stopped (unknown),15
977.5,980.8,moving to station 3,34
980.9,982.0,stopped (unknown),12
982.1,986.6,moving to station 3,46
986.7,986.7,collision detected,1
986.8,986.9,stopped (unknown),2
987.0,987.0,collision detected,1
987.1,987.5,stopped (unknown),5
987.6,989.5,moving to station 3,20
989.6,991.1,stopped (unknown),16
991.2,995.4,moving to station 3,43
995.5,996.3,stopped (unknown),9
996.4,997.1,moving to station 3,8
997.2,998.6,stopped (unknown),15
998.7,1011.6,moving to station 3,130
1011.7,1011.7,collision detected,1
1011.8,1011.8,moving to station 3,1
1011.9,1012.1,stopped (unknown),3
1012.2,1012.2,collision detected,1
1012.3,1012.4,stopped (unknown),2
1012.5,1012.5,collision detected,1
1012.6,1015.3,moving to station 3,28
1015.4,1016.5,stopped (unknown),12
1016.6,1016.6,collision detected,1
1016.7,1018.7,stopped (unknown),21
1018.8,1020.7,moving to station 8,20
1020.8,1021.6,stopped (unknown),9
1021.7,1022.3,moving to station 8,7
1022.4,1024.1,stopped (unknown),18
1024.2,1026.3,moving to station 8,22
1026.4,1028.3,stopped (unknown),20
1028.4,1028.5,moving to station 8,2
1028.6,1029.6,stopped (unknown),11
1029.7,1030.7,moving to station 8,11
1030.8,1031.9,stopped (unknown),12
1032.0,1035.3,moving to station 8,34
1035.4,1035.9,stopped (unknown),6
1036.0,1042.5,moving to station 8,66
1042.6,1044.4,stopped (unknown),19
1044.5,1047.1,moving to station 8,27
1047.2,1048.9,stopped (unknown),18
1049.0,1050.4,moving to station 8,15
1050.5,1051.0,stopped (unknown),6
1051.1,1053.7,moving to station 8,27
1053.8,1054.3,stopped (unknown),6
1054.4,1055.6,moving to station 8,13
1055.7,1056.5,stopped (unknown),9
1056.6,1058.6,moving to station 8,21
1058.7,1059.8,stopped (unknown),12
1059.9,1061.0,moving to station 8,12
1061.1,1061.8,stopped (unknown),8
1061.9,1063.0,moving to station 8,12
1063.1,1063.8,stopped (unknown),8
1063.9,1064.9,moving to station 8,11
1065.0,1067.9,stopped (unknown),30
1068.0,1068.5,moving to station 8,6
1068.6,1069.4,stopped (unknown),9
1069.5,1074.2,moving to station 8,48
1074.3,1075.1,stopped (unknown),9
1075.2,1076.3,moving to station 8,12
1076.4,1078.8,stopped (unknown),25
1078.9,1080.4,moving to station 8,16
1080.5,1081.5,stopped (unknown),11
1081.6,1082.9,moving to station 8,14
1083.0,1084.2,stopped (unknown),13
1084.3,1087.4,moving to station 8,32
1087.5,1089.4,stopped (unknown),20
1089.5,1089.8,moving to station 8,4
1089.9,1091.1,stopped (unknown),13
1091.2,1091.8,moving to station 8,7
1091.9,1093.4,stopped (unknown),16
1093.5,1094.8,moving to station 8,14
1094.9,1096.0,stopped (unknown),12
1096.1,1102.9,moving to station 8,69
1103.0,1104.3,stopped (unknown),14
1104.4,1106.9,moving to station 8,26
1107.0,1108.3,stopped (unknown),14
1108.4,1108.4,moving to station 8,1
1108.5,1109.9,stopped (unknown),15
1110.0,1112.2,moving to station 8,23
1112.3,1113.0,stopped (unknown),8
1113.1,1114.6,moving to station 8,16
1114.7,1117.8,stopped (unknown),32
1117.9,1117.9,moving to station 8,1
1118.0,1118.5,stopped (unknown),6
1118.6,1122.9,moving to station 8,44
1123.0,1124.4,stopped (unknown),15
1124.5,1125.5,moving to station 8,11
1125.6,1126.9,stopped (unknown),14
1127.0,1128.3,moving to station 8,14
1128.4,1130.3,stopped (unknown),20
1130.4,1131.8,moving to station 8,15
1131.9,1132.8,stopped (unknown),10
1132.9,1133.2,moving to station 8,4
1133.3,1134.3,stopped (unknown),11
1134.4,1135.5,moving to station 8,12
1135.6,1137.5,stopped (unknown),20
1137.6,1138.0,moving to station 8,5
1138.1,1138.1,stopped at station 8,1
1138.2,1141.7,moving to station 7,36
1141.8,1143.4,stopped (unknown),17
1143.5,1143.5,moving to station 7,1
1143.6,1145.3,stopped (unknown),18
1145.4,1148.1,moving to station 7,28
