start_time,end_time,goal_status,num_points
413.0,413.1,moving to station 7,2
413.2000000000001,414.8,stopped (unknown),17
414.9,417.0,moving to station 7,22
417.1,419.0,stopped (unknown),20
419.1,420.8,moving to station 7,18
420.9,422.2000000000001,stopped (unknown),14
422.3,423.9,moving to station 7,17
424.0,426.5,stopped (unknown),26
426.6,429.3,moving to station 7,28
429.4,430.1,stopped (unknown),8
430.2000000000001,430.8,moving to station 7,7
430.9,434.7000000000001,stopped (unknown),39
434.8,435.3,moving to station 7,6
435.4,437.2000000000001,stopped (unknown),19
437.3,439.8,moving to station 7,26
439.9,441.4,stopped (unknown),16
441.5,445.6,moving to station 7,42
445.7000000000001,446.6,stopped (unknown),10
446.7000000000001,447.0,moving to station 7,4
447.1,447.7000000000001,stopped (unknown),7
447.8,448.1,moving to station 7,4
448.2000000000001,449.5,stopped (unknown),14
449.6,450.5,moving to station 7,10
450.6,451.7000000000001,stopped (unknown),12
451.8,455.0,moving to station 7,33
455.1,456.0,stopped (unknown),10
456.1,457.8,moving to station 7,18
457.9,459.2000000000001,stopped (unknown),14
459.3,460.2000000000001,moving to station 7,10
460.3,461.4,stopped (unknown),12
461.5,462.7000000000001,moving to station 7,13
462.8,464.6,stopped (unknown),19
464.7000000000001,465.5,moving to station 7,9
465.6,467.5,stopped (unknown),20
467.6,468.5,moving to station 7,10
468.6,469.1,stopped (unknown),6
469.2000000000001,469.2000000000001,stopped at station 7,1
469.3,469.7000000000001,moving to station 1,5
469.8,470.5,stopped (unknown),8
470.6,470.8,moving to station 1,3
470.9,472.3,stopped (unknown),15
472.4,473.1,moving to station 1,8
473.2000000000001,474.2000000000001,stopped (unknown),11
474.3,475.6,moving to station 1,14
475.7000000000001,476.7000000000001,stopped (unknown),11
476.8,476.8,moving to station 1,1
476.9,478.3,stopped (unknown),15
478.4,480.7000000000001,moving to station 1,24
480.8,481.5,stopped (unknown),8
481.6,483.0,moving to station 1,15
483.1,484.3,stopped (unknown),13
484.4,485.5,moving to station 1,12
485.6,486.4,stopped (unknown),9
486.5,487.7000000000001,moving to station 1,13
487.8,489.1,stopped (unknown),14
489.2000000000001,491.2000000000001,moving to station 1,21
491.3,492.3,stopped (unknown),11
492.4,493.8,moving to station 1,15
493.9,495.5,stopped (unknown),17
495.6,497.6,moving to station 1,21
497.7000000000001,499.5,stopped (unknown),19
499.6,500.1,moving to station 1,6
500.2000000000001,503.3,stopped (unknown),32
503.4,507.8,moving to station 1,45
507.9,509.2000000000001,stopped (unknown),14
509.3,510.0,moving to station 1,8
510.1,510.7000000000001,stopped (unknown),7
510.8,511.6,moving to station 1,9
511.7000000000001,512.2,stopped (unknown),6
512.3000000000001,514.1,moving to station 1,19
514.2,514.9,stopped (unknown),8
515.0,515.5,moving to station 1,6
515.6,517.0,stopped (unknown),15
517.1,518.0,moving to station 1,10
518.1,518.6,stopped (unknown),6
518.7,523.4,moving to station 1,48
523.5,524.1,stopped (unknown),7
524.2,524.3000000000001,moving to station 1,2
524.4,525.7,stopped (unknown),14
525.8000000000001,526.0,moving to station 1,3
526.1,527.1,stopped (unknown),11
527.2,527.4,moving to station 1,3
527.5,529.1,stopped (unknown),17
529.2,530.0,moving to station 1,9
530.1,530.7,stopped (unknown),7
530.8000000000001,531.1,moving to station 1,4
531.2,531.7,stopped (unknown),6
531.8000000000001,534.9,moving to station 1,32
535.0,535.9,stopped (unknown),10
536.0,538.2,moving to station 1,23
538.3000000000001,539.0,stopped (unknown),8
539.1,542.7,moving to station 1,37
542.8000000000001,543.6,stopped (unknown),9
543.7,544.5,moving to station 1,9
544.6,545.7,stopped (unknown),12
545.8000000000001,547.0,moving to station 1,13
547.1,547.1,stopped at station 1,1
547.2,549.0,moving to station 8,19
549.1,550.0,stopped (unknown),10
550.1,554.6,moving to station 8,46
554.7,555.8000000000001,stopped (unknown),12
555.9,561.3000000000001,moving to station 8,55
561.4,563.3000000000001,stopped (unknown),20
563.4,564.1,moving to station 8,8
564.2,565.0,stopped (unknown),9
565.1,567.1,moving to station 8,21
567.2,569.1,stopped (unknown),20
569.2,570.0,moving to station 8,9
570.1,571.5,stopped (unknown),15
571.6,571.8000000000001,moving to station 8,3
571.9,573.6,stopped (unknown),18
573.7,575.6,moving to station 8,20
575.7,577.0,stopped (unknown),14
577.1,577.3000000000001,moving to station 8,3
577.4,578.4,stopped (unknown),11
578.5,581.6,moving to station 8,32
581.7,583.3000000000001,stopped (unknown),17
583.4,586.9,moving to station 8,36
587.0,588.9,stopped (unknown),20
589.0,590.4,moving to station 8,15
590.5,592.0,stopped (unknown),16
592.1,592.7,moving to station 8,7
592.8000000000001,594.5,stopped (unknown),18
594.6,594.7,moving to station 8,2
594.8000000000001,595.5,stopped (unknown),8
595.6,595.9,moving to station 8,4
596.0,596.5,stopped (unknown),6
596.6,598.0,moving to station 8,15
598.1,599.7,stopped (unknown),17
599.8000000000001,601.1,moving to station 8,14
601.2,603.0,stopped (unknown),19
603.1,603.3000000000001,moving to station 8,3
603.4,604.8000000000001,stopped (unknown),15
604.9,609.1,moving to station 8,43
609.2,610.6,stopped (unknown),15
610.7,611.6,moving to station 8,10
611.7,613.6,stopped (unknown),20
613.7,615.1,moving to station 8,15
615.2,616.0,stopped (unknown),9
616.1,616.1,moving to station 8,1
616.2,617.3000000000001,stopped (unknown),12
617.4000000000001,618.6,moving to station 8,13
618.7,619.5,stopped (unknown),9
619.6,621.4000000000001,moving to station 8,19
621.5,622.2,stopped (unknown),8
622.3000000000001,623.4000000000001,moving to station 8,12
623.5,625.0,stopped (unknown),16
625.1,627.8000000000001,moving to station 8,28
627.9000000000001,628.6,stopped (unknown),8
628.7,628.7,moving to station 8,1
628.8000000000001,630.4000000000001,stopped (unknown),17
630.5,633.2,moving to station 8,28
633.3000000000001,634.9000000000001,stopped (unknown),17
635.0,635.0,moving to station 8,1
635.1,638.4000000000001,stopped (unknown),34
638.5,640.1,moving to station 8,17
640.2,640.9000000000001,stopped (unknown),8
641.0,641.6,moving to station 8,7
641.7,643.4000000000001,stopped (unknown),18
643.5,648.6,moving to station 8,52
648.7,650.4000000000001,stopped (unknown),18
650.5,655.8000000000001,moving to station 8,54
655.9000000000001,658.7,stopped (unknown),29
658.8000000000001,659.6,moving to station 8,9
659.7,661.6,stopped (unknown),20
661.7,665.0,moving to station 8,34
665.1,666.6,stopped (unknown),16
666.7,667.1,moving to station 8,5
667.2,667.2,stopped at station 8,1
667.3000000000001,667.8000000000001,moving to station 5,6
667.9000000000001,669.2,stopped (unknown),14
669.3000000000001,672.3000000000001,moving to station 5,31
672.4000000000001,673.5,stopped (unknown),12
673.6,673.8000000000001,moving to station 5,3
673.9000000000001,675.6,stopped (unknown),18
675.7,675.7,moving to station 5,1
675.8000000000001,676.6,stopped (unknown),9
676.7,681.4000000000001,moving to station 5,48
681.5,682.5,stopped (unknown),11
682.6,686.0,moving to station 5,35
686.1,687.5,stopped (unknown),15
687.6,689.2,moving to station 5,17
689.3000000000001,690.7,stopped (unknown),15
690.8000000000001,691.5,moving to station 5,8
691.6,692.8000000000001,stopped (unknown),13
692.9000000000001,695.4000000000001,moving to station 5,26
695.5,696.0,stopped (unknown),6
696.1,697.8000000000001,moving to station 5,18
697.9000000000001,699.2,stopped (unknown),14
699.3000000000001,699.4000000000001,moving to station 5,2
699.5,700.0,stopped (unknown),6
700.1,700.1,moving to station 5,1
700.2,700.7,stopped (unknown),6
700.8000000000001,701.0,moving to station 5,3
701.1,702.9000000000001,stopped (unknown),19
703.0,703.7,moving to station 5,8
703.8000000000001,705.2,stopped (unknown),15
705.3000000000001,708.1,moving to station 5,29
708.2,709.1,stopped (unknown),10
709.2,709.8000000000001,moving to station 5,7
709.9000000000001,711.4000000000001,stopped (unknown),16
711.5,712.7,moving to station 5,13
712.8000000000001,714.0,stopped (unknown),13
714.1,715.8000000000001,moving to station 5,18
715.9000000000001,715.9000000000001,stopped at station 5,1
716.0,720.8000000000001,moving to station 0,49
720.9000000000001,722.1,stopped (unknown),13
722.2,727.9000000000001,moving to station 0,58
728.0,729.8000000000001,stopped (unknown),19
729.9000000000001,732.0,moving to station 0,22
732.1,734.0,stopped (unknown),20
734.1,739.1,moving to station 0,51
739.2,739.8000000000001,stopped (unknown),7
739.9000000000001,742.3000000000001,moving to station 0,25
742.4000000000001,742.4000000000001,stopped at station 0,1
742.5,744.2,moving to station 8,18
744.3000000000001,746.0,stopped (unknown),18
746.1,750.1,moving to station 8,41
750.2,751.7,stopped (unknown),16
751.8000000000001,755.0,moving to station 8,33
755.1,757.0,stopped (unknown),20
757.1,764.6,moving to station 8,76
764.7,766.4000000000001,stopped (unknown),18
766.5,767.1,moving to station 8,7
767.2,768.9000000000001,stopped (unknown),18
769.0,771.1,moving to station 8,22
771.2,772.7,stopped (unknown),16
772.8000000000001,773.4000000000001,moving to station 8,7
773.5,775.1,stopped (unknown),17
775.2,776.2,moving to station 8,11
776.3000000000001,777.1,stopped (unknown),9
777.2,780.7,moving to station 8,36
780.8000000000001,781.9000000000001,stopped (unknown),12
782.0,782.1,moving to station 8,2
782.2,784.1,stopped (unknown),20
784.2,788.6,moving to station 8,45
788.7,792.3000000000001,stopped (unknown),37
792.4000000000001,792.5,moving to station 8,2
792.6,793.2,stopped (unknown),7
793.3000000000001,795.7,moving to station 8,25
795.8000000000001,795.8000000000001,stopped at station 8,1
795.9000000000001,800.1,moving to station 5,43
800.2,801.7,stopped (unknown),16
801.8000000000001,803.2,moving to station 5,15
803.3000000000001,803.8000000000001,stopped (unknown),6
803.9000000000001,809.2,moving to station 5,54
809.3000000000001,811.1,stopped (unknown),19
811.2,811.3000000000001,moving to station 5,2
811.4000000000001,812.5,stopped (unknown),12
812.6,812.9000000000001,moving to station 5,4
813.0,813.7,stopped (unknown),8
813.8000000000001,814.1,moving to station 5,4
814.2,814.7,stopped (unknown),6
814.8000000000001,816.4000000000001,moving to station 5,17
816.5,819.1,stopped (unknown),27
819.2,820.0,moving to station 5,9
820.1,822.0,stopped (unknown),20
822.1,822.2,moving to station 5,2
822.3000000000001,823.6,stopped (unknown),14
823.7,830.3000000000001,moving to station 5,67
830.4000000000001,832.1,stopped (unknown),18
832.2,835.6,moving to station 5,35
835.7,837.3000000000001,stopped (unknown),17
837.4000000000001,839.8000000000001,moving to station 5,25
839.9000000000001,841.1,stopped (unknown),13
841.2,843.0,moving to station 5,19
843.1,844.7,stopped (unknown),17
844.8000000000001,847.6,moving to station 5,29
847.7,847.7,stopped at station 5,1
847.8000000000001,849.4000000000001,moving to station 4,17
849.5,850.6,stopped (unknown),12
850.7,852.1,moving to station 4,15
852.2,853.4000000000001,stopped (unknown),13
853.5,854.4000000000001,moving to station 4,10
854.5,855.1,stopped (unknown),7
855.2,855.6,moving to station 4,5
855.7,857.0,stopped (unknown),14
857.1,857.4000000000001,moving to station 4,4
857.5,858.1,stopped (unknown),7
858.2,859.4000000000001,moving to station 4,13
859.5,860.1,stopped (unknown),7
860.2,867.1,moving to station 4,70
867.2,868.6,stopped (unknown),15
868.7,871.6,moving to station 4,30
871.7,872.3000000000001,stopped (unknown),7
872.4000000000001,874.4000000000001,moving to station 4,21
874.5,875.7,stopped (unknown),13
875.8000000000001,880.0,moving to station 4,43
880.1,881.0,stopped (unknown),10
881.1,882.0,moving to station 4,10
882.1,883.6,stopped (unknown),16
883.7,884.9000000000001,moving to station 4,13
885.0,885.8000000000001,stopped (unknown),9
885.9000000000001,887.3000000000001,moving to station 4,15
887.4000000000001,889.2,stopped (unknown),19
889.3000000000001,890.0,moving to station 4,8
890.1,892.5,stopped (unknown),25
892.6,893.1,moving to station 4,6
893.2,894.6,stopped (unknown),15
894.7,896.2,moving to station 4,16
896.3000000000001,897.6,stopped (unknown),14
897.7,900.5,moving to station 4,29
900.6,902.1,stopped (unknown),16
902.2,903.0,moving to station 4,9
903.1,904.0,stopped (unknown),10
904.1,905.2,moving to station 4,12
905.3,906.9,stopped (unknown),17
907.0,910.0,moving to station 4,31
910.1,912.0,stopped (unknown),20
912.1,915.3,moving to station 4,33
915.4,916.6,stopped (unknown),13
916.7,919.9,moving to station 4,33
920.0,921.2,stopped (unknown),13
921.3,922.5,moving to station 4,13
922.6,924.5,stopped (unknown),20
924.6,925.6,moving to station 4,11
925.7,926.4,stopped (unknown),8
926.5,929.1,moving to station 4,27
929.2,931.0,stopped (unknown),19
931.1,932.1,moving to station 4,11
932.2,932.2,stopped at station 4,1
932.3,932.4,moving to station 7,2
932.5,933.9,stopped (unknown),15
934.0,935.2,moving to station 7,13
935.3,936.9,stopped (unknown),17
937.0,937.9,moving to station 7,10
938.0,938.6,stopped (unknown),7
938.7,939.3,moving to station 7,7
939.4,940.9,stopped (unknown),16
941.0,941.8,moving to station 7,9
941.9,943.5,stopped (unknown),17
943.6,946.5,moving to station 7,30
946.6,948.1,stopped (unknown),16
948.2,948.8,moving to station 7,7
948.9,949.6,stopped (unknown),8
949.7,955.0,moving to station 7,54
955.1,956.2,stopped (unknown),12
956.3,957.0,moving to station 7,8
957.1,958.4,stopped (unknown),14
958.5,960.0,moving to station 7,16
960.1,962.0,stopped (unknown),20
962.1,963.0,moving to station 7,10
963.1,963.9,stopped (unknown),9
964.0,965.4,moving to station 7,15
965.5,966.6,stopped (unknown),12
966.7,968.1,moving to station 7,15
968.2,968.2,stopped at station 7,1
968.3,970.0,moving to station 0,18
970.1,971.8,stopped (unknown),18
971.9,972.3,moving to station 0,5
972.4,972.9,stopped (unknown),6
973.0,973.4,moving to station 0,5
973.5,974.7,stopped (unknown),13
974.8,975.8,moving to station 0,11
975.9,976.9,stopped (unknown),11
977.0,978.7,moving to station 0,18
978.8,979.4,stopped (unknown),7
979.5,985.9,moving to station 0,65
986.0,987.4,stopped (unknown),15
987.5,993.6,moving to station 0,62
993.7,995.3,stopped (unknown),17
995.4,996.2,moving to station 0,9
996.3,997.6,stopped (unknown),14
997.7,998.4,moving to station 0,8
998.5,999.2,stopped (unknown),8
999.3,1000.0,moving to station 0,8
1000.1,1000.6,stopped (unknown),6
1000.7,1000.7,moving to station 0,1
1000.8,1001.4,stopped (unknown),7
1001.5,1002.3,moving to station 0,9
1002.4,1003.2,stopped (unknown),9
1003.3,1003.5,moving to station 0,3
1003.6,1004.1,stopped (unknown),6
1004.2,1004.5,moving to station 0,4
1004.6,1005.3,stopped (unknown),8
1005.4,1012.1,moving to station 0,68
1012.2,1013.7,stopped (unknown),16
1013.8,1015.8,moving to station 0,21
1015.9,1017.0,stopped (unknown),12
1017.1,1018.4,moving to station 0,14
1018.5,1019.6,stopped (unknown),12
1019.7,1020.4,moving to station 0,8
1020.5,1022.2,stopped (unknown),18
1022.3,1035.1,moving to station 0,129
1035.2,1037.1,stopped (unknown),20
1037.2,1038.1,moving to station 0,10
1038.2,1040.0,stopped (unknown),19
1040.1,1040.3,moving to station 0,3
1040.4,1041.0,stopped (unknown),7
1041.1,1041.6,moving to station 0,6
1041.7,1043.1,stopped (unknown),15
1043.2,1045.5,moving to station 0,24
1045.6,1046.6,stopped (unknown),11
1046.7,1046.7,moving to station 0,1
1046.8,1048.1,stopped (unknown),14
1048.2,1051.1,moving to station 0,30
1051.2,1051.2,stopped at station 0,1
1051.3,1052.6,moving to station 5,14
1052.7,1053.9,stopped (unknown),13
1054.0,1061.3,moving to station 5,74
1061.4,1062.6,stopped (unknown),13
1062.7,1065.0,moving to station 5,24
1065.1,1065.6,stopped (unknown),6
1065.7,1068.5,moving to station 5,29
1068.6,1069.6,stopped (unknown),11
1069.7,1070.2,moving to station 5,6
1070.3,1071.2,stopped (unknown),10
1071.3,1075.7,moving to station 5,45
1075.8,1076.8,stopped (unknown),11
