start_time,end_time,num_points
307.5,307.90000000000003,5
308.0,312.40000000000003,45
312.5,316.90000000000003,45
317.0,318.40000000000003,15
318.5,318.90000000000003,5
319.0,320.40000000000003,15
320.5,321.90000000000003,15
322.0,322.40000000000003,5
322.5,326.40000000000003,40
326.5,327.40000000000003,10
327.5,329.40000000000003,20
329.5,329.90000000000003,5
330.0,336.40000000000003,65
336.5,336.90000000000003,5
337.0,339.90000000000003,30
340.0,341.40000000000003,15
341.5,341.90000000000003,5
342.0,342.90000000000003,10
343.0,345.90000000000003,30
346.0,347.40000000000003,15
347.5,349.40000000000003,20
349.5,349.90000000000003,5
350.0,351.40000000000003,15
351.5,351.90000000000003,5
352.0,354.90000000000003,30
355.0,355.40000000000003,5
355.5,355.90000000000003,5
356.0,356.90000000000003,10
357.0,358.40000000000003,15
358.5,358.90000000000003,5
359.0,364.9,60
365.0,366.4,15
366.5,367.9,15
368.0,368.4,5
368.5,368.9,5
369.0,369.4,5
369.5,370.4,10
370.5,371.4,10
371.5,372.4,10
372.5,373.4,10
373.5,374.4,10
374.5,375.4,10
375.5,376.4,10
376.5,376.9,5
377.0,377.4,5
377.5,379.4,20
379.5,381.4,20
381.5,381.9,5
382.0,382.4,5
382.5,384.4,20
384.5,384.9,5
385.0,385.4,5
385.5,385.9,5
386.0,386.4,5
386.5,387.4,10
387.5,387.9,5
388.0,388.9,10
389.0,389.4,5
389.5,390.9,15
391.0,391.4,5
391.5,392.4,10
392.5,393.4,10
393.5,394.9,15
395.0,396.4,15
396.5,397.4,10
397.5,400.4,30
400.5,400.9,5
401.0,404.4,35
404.5,405.4,10
405.5,409.4,40
409.5,410.9,15
411.0,415.4,45
415.5,416.9,15
417.0,418.4,15
418.5,419.4,10
419.5,425.9,65
426.0,426.4,5
426.5,427.9,15
428.0,431.4,35
431.5,432.4,10
432.5,433.4,10
433.5,433.9,5
434.0,434.4,5
434.5,434.9,5
435.0,435.9,10
436.0,436.4,5
436.5,437.4,10
437.5,438.4,10
438.5,441.4,30
441.5,442.4,10
442.5,442.9,5
443.0,443.4,5
443.5,444.9,15
445.0,448.9,40
449.0,449.4,5
449.5,450.9,15
451.0,454.9,40
455.0,455.4,5
455.5,456.9,15
457.0,460.4,35
460.5,460.9,5
461.0,461.9,10
462.0,462.4,5
462.5,462.9,5
463.0,463.4,5
463.5,464.9,15
465.0,465.4,5
465.5,466.9,15
467.0,468.9,20
469.0,469.9,10
470.0,473.4,35
473.5,475.4,20
475.5,478.4,30
478.5,482.9,45
483.0,483.4,5
483.5,484.9,15
485.0,485.4,5
485.5,486.4,10
486.5,487.9,15
488.0,489.4,15
489.5,490.9,15
491.0,495.9,50
496.0,496.4,5
496.5,498.9,25
499.0,499.4,5
499.5,501.4,20
501.5,502.4,10
502.5,503.9,15
504.0,505.4,15
505.5,505.9,5
506.0,507.4,15
507.5,508.4,10
508.5,513.9,55
514.0,514.4,5
514.5,514.9,5
515.0,518.9,40
519.0,519.4,5
519.5,519.9,5
520.0,520.4,5
520.5,520.9,5
521.0,521.4,5
521.5,523.4,20
523.5,524.4,10
524.5,524.9,5
525.0,525.9,10
526.0,526.9,10
527.0,528.9,20
529.0,530.4,15
530.5,531.4,10
531.5,532.9,15
533.0,534.4,15
534.5,535.4,10
535.5,541.4,60
541.5,543.4,20
543.5,544.4,10
544.5,547.4,30
547.5,547.9,5
548.0,553.9,60
554.0,554.9,10
555.0,555.4,5
555.5,564.9,95
565.0,565.9,10
566.0,566.9,10
567.0,567.4,5
567.5,567.9,5
568.0,570.9,30
571.0,571.4,5
571.5,571.9,5
572.0,572.4,5
572.5,573.9,15
574.0,575.4,15
575.5,584.9,95
585.0,585.4,5
585.5,585.9,5
586.0,588.4,25
588.5,588.9,5
589.0,592.4,35
592.5,593.4,10
593.5,594.9,15
595.0,595.9,10
596.0,597.4,15
597.5,597.9,5
598.0,600.9,30
601.0,602.9,20
603.0,603.4,5
603.5,603.9,5
604.0,604.4,5
604.5,604.9,5
605.0,606.4,15
606.5,607.9,15
608.0,608.9,10
609.0,609.4,5
609.5,611.4,20
611.5,611.9,5
612.0,612.4,5
612.5,617.9000000000001,55
618.0,618.9000000000001,10
619.0,626.4000000000001,75
626.5,627.4000000000001,10
627.5,628.4000000000001,10
628.5,628.9000000000001,5
629.0,630.9000000000001,20
631.0,631.9000000000001,10
632.0,637.4000000000001,55
637.5,638.4000000000001,10
638.5,640.9000000000001,25
641.0,642.4000000000001,15
642.5,642.9000000000001,5
643.0,644.4000000000001,15
644.5,646.4000000000001,20
646.5,647.9000000000001,15
648.0,648.9000000000001,10
649.0,649.9000000000001,10
650.0,650.4000000000001,5
650.5,651.9000000000001,15
652.0,653.4000000000001,15
653.5,653.9000000000001,5
654.0,658.4000000000001,45
658.5,658.9000000000001,5
659.0,660.9000000000001,20
661.0,662.9000000000001,20
663.0,664.9000000000001,20
665.0,665.4000000000001,5
665.5,666.4000000000001,10
666.5,667.9000000000001,15
668.0,668.4000000000001,5
668.5,669.9000000000001,15
670.0,671.9000000000001,20
672.0,672.4000000000001,5
672.5,672.9000000000001,5
673.0,674.4000000000001,15
674.5,676.4000000000001,20
676.5,677.4000000000001,10
677.5,680.4000000000001,30
680.5,681.9000000000001,15
682.0,686.4000000000001,45
686.5,687.4000000000001,10
687.5,687.9000000000001,5
688.0,688.4000000000001,5
688.5,689.9000000000001,15
690.0,691.4000000000001,15
691.5,692.9000000000001,15
693.0,693.9000000000001,10
694.0,695.4000000000001,15
695.5,696.4000000000001,10
696.5,704.4000000000001,80
704.5,704.9000000000001,5
705.0,710.4000000000001,55
710.5,710.9000000000001,5
711.0,715.9000000000001,50
716.0,717.9000000000001,20
718.0,718.9000000000001,10
719.0,720.9000000000001,20
721.0,721.4000000000001,5
721.5,725.4000000000001,40
725.5,725.9000000000001,5
726.0,726.9000000000001,10
727.0,727.4000000000001,5
727.5,728.9000000000001,15
729.0,729.9000000000001,10
730.0,730.9000000000001,10
731.0,739.4000000000001,85
739.5,739.9000000000001,5
740.0,740.4000000000001,5
740.5,740.9000000000001,5
741.0,741.9000000000001,10
742.0,743.4000000000001,15
743.5,744.9000000000001,15
745.0,745.4000000000001,5
745.5,745.9000000000001,5
746.0,746.4000000000001,5
746.5,746.9000000000001,5
747.0,747.4000000000001,5
747.5,748.9000000000001,15
749.0,749.9000000000001,10
750.0,751.4000000000001,15
751.5,758.9000000000001,75
759.0,759.9000000000001,10
760.0,763.4000000000001,35
763.5,764.9000000000001,15
765.0,765.9000000000001,10
766.0,767.4000000000001,15
767.5,769.4000000000001,20
769.5,769.9000000000001,5
770.0,770.4000000000001,5
770.5,770.9000000000001,5
771.0,771.4000000000001,5
771.5,771.9000000000001,5
772.0,772.9000000000001,10
773.0,773.4000000000001,5
773.5,775.9000000000001,25
776.0,776.9000000000001,10
777.0,778.9000000000001,20
779.0,780.4000000000001,15
780.5,783.4000000000001,30
783.5,783.9000000000001,5
784.0,790.9000000000001,70
791.0,792.4000000000001,15
792.5,793.4000000000001,10
793.5,794.9000000000001,15
795.0,803.4000000000001,85
803.5,804.4000000000001,10
804.5,804.9000000000001,5
805.0,805.9000000000001,10
806.0,806.9000000000001,10
807.0,807.4000000000001,5
807.5,815.4000000000001,80
815.5,815.9000000000001,5
816.0,816.4000000000001,5
816.5,817.9000000000001,15
818.0,819.4000000000001,15
819.5,821.9000000000001,25
822.0,825.9000000000001,40
826.0,826.4000000000001,5
826.5,826.9000000000001,5
827.0,828.4000000000001,15
828.5,828.9000000000001,5
829.0,829.9000000000001,10
830.0,830.4000000000001,5
830.5,832.4000000000001,20
832.5,837.4000000000001,50
837.5,838.9000000000001,15
839.0,839.4000000000001,5
839.5,840.9000000000001,15
841.0,843.4000000000001,25
843.5,844.9000000000001,15
845.0,846.4000000000001,15
846.5,847.4000000000001,10
847.5,848.4000000000001,10
848.5,849.9000000000001,15
850.0,851.9000000000001,20
852.0,853.4000000000001,15
853.5,854.4000000000001,10
854.5,854.9000000000001,5
855.0,855.4000000000001,5
855.5,856.9000000000001,15
857.0,858.4000000000001,15
858.5,858.9000000000001,5
859.0,861.9000000000001,30
862.0,862.4000000000001,5
862.5,864.9000000000001,25
865.0,865.4000000000001,5
865.5,866.9000000000001,15
867.0,867.4000000000001,5
867.5,868.9000000000001,15
869.0,869.9000000000001,10
870.0,872.9000000000001,30
873.0,874.4000000000001,15
874.5,877.9000000000001,35
878.0,879.9000000000001,20
880.0,885.9000000000001,60
886.0,886.9000000000001,10
887.0,887.9000000000001,10
888.0,888.4000000000001,5
888.5,889.4000000000001,10
889.5,892.4000000000001,30
892.5,892.9000000000001,5
893.0,893.4000000000001,5
893.5,894.4000000000001,10
894.5,895.9000000000001,15
896.0,897.4000000000001,15
897.5,897.9000000000001,5
898.0,898.4000000000001,5
898.5,899.4000000000001,10
899.5,899.9000000000001,5
900.0,900.4000000000001,5
900.5,909.4,90
909.5,909.9,5
910.0,910.9,10
911.0,911.9,10
912.0,912.9,10
913.0,913.9,10
914.0,914.4,5
914.5,914.9,5
915.0,915.9,10
916.0,917.9,20
918.0,918.4,5
918.5,918.9,5
919.0,920.4,15
920.5,921.4,10
921.5,922.4,10
922.5,923.4,10
923.5,923.9,5
924.0,925.4,15
925.5,925.9,5
926.0,926.4,5
926.5,927.9,15
928.0,928.4,5
928.5,928.9,5
929.0,929.9,10
930.0,930.4,5
930.5,931.4,10
931.5,931.9,5
932.0,936.9,50
937.0,938.9,20
939.0,939.4,5
939.5,939.9,5
940.0,940.9,10
941.0,941.4,5
941.5,942.9,15
943.0,943.9,10
944.0,944.9,10
945.0,945.4,5
945.5,946.4,10
946.5,946.9,5
947.0,947.9,10
948.0,950.4,25
950.5,951.4,10
951.5,952.9,15
953.0,954.4,15
954.5,955.4,10
955.5,956.4,10
956.5,956.9,5
957.0,957.4,5
957.5,957.9,5
958.0,958.9,10
959.0,967.4,85
967.5,970.4,30
970.5,971.4,10
971.5,972.4,10
972.5,973.4,10
973.5,974.9,15
975.0,975.9,10
976.0,977.9,20
978.0,979.4,15
979.5,981.9,25
982.0,982.9,10
983.0,986.4,35
986.5,987.4,10
987.5,988.4,10
988.5,989.4,10
989.5,998.9,95
999.0,999.9,10
1000.0,1001.4,15
1001.5,1001.9,5
1002.0,1002.4,5
1002.5,1007.9,55
1008.0,1009.4,15
1009.5,1010.4,10
1010.5,1010.9,5
1011.0,1012.9,20
1013.0,1014.4,15
1014.5,1015.9,15
1016.0,1016.4,5
1016.5,1016.9,5
1017.0,1017.4,5
1017.5,1017.9,5
1018.0,1018.9,10
1019.0,1019.4,5
1019.5,1021.9,25
1022.0,1023.4,15
1023.5,1027.9,45
1028.0,1028.4,5
1028.5,1029.9,15
1030.0,1030.9,10
1031.0,1031.4,5
1031.5,1031.9,5
1032.0,1036.9,50
1037.0,1038.4,15
1038.5,1039.9,15
1040.0,1040.4,5
1040.5,1041.9,15
1042.0,1044.9,30
1045.0,1046.9,20
1047.0,1047.4,5
1047.5,1047.9,5
1048.0,1048.4,5
1048.5,1049.9,15
1050.0,1051.4,15
1051.5,1051.9,5
1052.0,1052.4,5
1052.5,1052.9,5
1053.0,1053.9,10
1054.0,1055.4,15
1055.5,1056.4,10
1056.5,1060.4,40
1060.5,1061.4,10
1061.5,1062.9,15
1063.0,1063.4,5
1063.5,1063.9,5
1064.0,1065.4,15
1065.5,1067.4,20
1067.5,1067.9,5
1068.0,1068.9,10
1069.0,1072.9,40
1073.0,1073.4,5
1073.5,1074.9,15
1075.0,1076.9,20
1077.0,1079.9,30
1080.0,1080.4,5
1080.5,1080.9,5
1081.0,1081.9,10
1082.0,1082.4,5
1082.5,1085.4,30
1085.5,1086.9,15
1087.0,1088.4,15
1088.5,1088.9,5
1089.0,1090.4,15
1090.5,1090.9,5
1091.0,1093.9,30
1094.0,1094.4,5
1094.5,1097.4,30
1097.5,1098.9,15
1099.0,1101.4,25
1101.5,1101.9,5
1102.0,1102.4,5
1102.5,1102.9,5
1103.0,1106.4,35
1106.5,1106.9,5
1107.0,1110.4,35
1110.5,1111.4,10
1111.5,1112.4,10
1112.5,1116.4,40
1116.5,1117.4,10
1117.5,1119.4,20
1119.5,1119.9,5
1120.0,1122.4,25
1122.5,1122.9,5
1123.0,1123.4,5
1123.5,1124.4,10
1124.5,1125.4,10
1125.5,1127.9,25
1128.0,1128.4,5
1128.5,1130.4,20
1130.5,1131.9,15
1132.0,1137.4,55
1137.5,1137.9,5
1138.0,1144.4,65
1144.5,1144.9,5
1145.0,1145.4,5
1145.5,1145.9,5
1146.0,1146.9,10
1147.0,1148.4,15
1148.5,1150.9,25
1151.0,1151.9,10
1152.0,1153.9,20
1154.0,1154.4,5
1154.5,1156.4,20
1156.5,1157.4,10
1157.5,1163.9,65
1164.0,1165.4,15
1165.5,1166.4,10
1166.5,1166.9,5
1167.0,1168.9,20
1169.0,1170.4,15
1170.5,1171.4,10
1171.5,1172.9,15
1173.0,1173.4,5
1173.5,1174.4,10
1174.5,1175.4,10
1175.5,1176.9,15
1177.0,1177.9,10
1178.0,1178.9,10
1179.0,1180.4,15
1180.5,1181.9,15
1182.0,1182.4,5
1182.5,1184.9,25
1185.0,1185.4,5
1185.5,1185.9,5
1186.0,1186.4,5
1186.5,1190.4,40
1190.5,1191.4,10
1191.5,1191.9,5
1192.0,1192.4,5
1192.5,1197.9,55
1198.0,1199.4,15
1199.5,1203.9,45
1204.0,1205.9,20
1206.0,1206.9,10
1207.0,1207.4,5
1207.5,1208.9,15
1209.0,1209.9,10
1210.0,1213.4,35
1213.5,1214.9,15
1215.0,1220.4,55
1220.5,1221.4,10
1221.5,1222.9,15
1223.0,1223.4,5
1223.5,1226.4,30
1226.5,1227.4,10
1227.5,1228.4,10
1228.5,1229.9,15
1230.0,1236.4,65
1236.5,1237.9,15
1238.0,1238.9,10
1239.0,1239.9,10
1240.0,1241.4,15
1241.5,1241.9,5
1242.0,1243.4,15
1243.5,1245.4,20
1245.5,1246.4,10
1246.5,1247.9,15
1248.0,1254.4,65
1254.5,1255.4,10
1255.5,1255.9,5
1256.0,1257.9,20
1258.0,1258.9,10
1259.0,1261.4,25
1261.5,1262.4,10
1262.5,1264.9,25
1265.0,1265.9,10
1266.0,1268.9,30
1269.0,1269.9,10
1270.0,1270.9,10
1271.0,1271.9,10
1272.0,1272.9,10
1273.0,1274.4,15
1274.5,1274.9,5
1275.0,1275.9,10
1276.0,1277.4,15
1277.5,1278.4,10
1278.5,1280.9,25
1281.0,1282.4,15
1282.5,1283.4,10
1283.5,1283.9,5
1284.0,1285.9,20
1286.0,1287.9,20
1288.0,1288.4,5
1288.5,1289.4,10
1289.5,1290.9,15
1291.0,1291.4,5
1291.5,1292.9,15
1293.0,1293.9,10
1294.0,1295.4,15
1295.5,1296.9,15
1297.0,1297.9,10
1298.0,1299.4,15
1299.5,1300.4,10
1300.5,1301.9,15
1302.0,1302.9,10
1303.0,1304.4,15
1304.5,1305.9,15
1306.0,1307.4,15
1307.5,1307.9,5
1308.0,1308.9,10
1309.0,1310.4,15
1310.5,1312.4,20
1312.5,1313.4,10
1313.5,1314.4,10
1314.5,1314.9,5
1315.0,1316.4,15
1316.5,1317.9,15
1318.0,1319.4,15
1319.5,1320.4,10
1320.5,1323.4,30
1323.5,1324.9,15
1325.0,1327.4,25
1327.5,1328.9,15
1329.0,1329.4,5
1329.5,1330.4,10
1330.5,1330.9,5
1331.0,1331.9,10
1332.0,1334.9,30
1335.0,1336.4,15
1336.5,1337.4,10
1337.5,1338.4,10
1338.5,1339.9,15
1340.0,1341.4,15
1341.5,1342.4,10
1342.5,1342.9,5
1343.0,1346.4,35
1346.5,1347.4,10
1347.5,1348.4,10
1348.5,1348.9,5
1349.0,1352.9,40
1353.0,1354.9,20
1355.0,1362.4,75
1362.5,1363.4,10
1363.5,1364.4,10
1364.5,1367.9,35
1368.0,1368.4,5
1368.5,1370.4,20
1370.5,1370.9,5
1371.0,1373.4,25
1373.5,1374.9,15
1375.0,1375.4,5
1375.5,1376.4,10
1376.5,1377.9,15
1378.0,1378.4,5
1378.5,1378.9,5
1379.0,1380.4,15
1380.5,1381.9,15
1382.0,1383.4,15
1383.5,1384.4,10
1384.5,1384.9,5
1385.0,1386.4,15
1386.5,1388.4,20
1388.5,1389.9,15
1390.0,1390.9,10
1391.0,1391.4,5
1391.5,1393.4,20
1393.5,1395.9,25
1396.0,1396.4,5
1396.5,1396.9,5
1397.0,1398.4,15
1398.5,1401.9,35
1402.0,1402.9,10
1403.0,1404.4,15
1404.5,1404.9,5
1405.0,1406.9,20
1407.0,1407.9,10
1408.0,1415.4,75
1415.5,1415.9,5
1416.0,1417.4,15
1417.5,1418.9,15
1419.0,1419.4,5
1419.5,1421.4,20
1421.5,1422.9,15
1423.0,1423.4,5
1423.5,1425.4,20
1425.5,1426.4,10
1426.5,1427.9,15
1428.0,1428.4,5
1428.5,1428.9,5
1429.0,1433.9,50
1434.0,1434.9,10
1435.0,1435.4,5
1435.5,1435.9,5
1436.0,1439.9,40
1440.0,1440.4,5
1440.5,1440.9,5
1441.0,1444.9,40
1445.0,1446.4,15
1446.5,1447.4,10
1447.5,1448.9,15
1449.0,1452.4,35
1452.5,1452.9,5
1453.0,1453.4,5
1453.5,1453.9,5
1454.0,1456.9,30
1457.0,1457.4,5
1457.5,1458.4,10
1458.5,1458.9,5
1459.0,1459.9,10
1460.0,1463.9,40
1464.0,1464.9,10
1465.0,1467.9,30
1468.0,1468.4,5
1468.5,1470.4,20
1470.5,1470.9,5
1471.0,1471.4,5
1471.5,1472.4,10
1472.5,1478.4,60
1478.5,1479.4,10
1479.5,1482.9,35
1483.0,1483.4,5
1483.5,1483.9,5
1484.0,1485.4,15
1485.5,1486.4,10
1486.5,1487.4,10
1487.5,1487.9,5
1488.0,1488.4,5
1488.5,1489.4,10
1489.5,1490.9,15
1491.0,1491.9,10
1492.0,1492.4,5
1492.5,1494.4,20
1494.5,1494.9,5
1495.0,1495.9,10
1496.0,1498.4,25
1498.5,1499.4,10
1499.5,1501.9,25
1502.0,1502.4,5
1502.5,1504.4,20
1504.5,1504.9,5
1505.0,1505.9,10
1506.0,1506.4,5
1506.5,1508.4,20
1508.5,1508.9,5
1509.0,1509.4,5
1509.5,1510.4,10
1510.5,1511.9,15
1512.0,1513.4,15
1513.5,1513.9,5
1514.0,1514.9,10
1515.0,1515.9,10
1516.0,1516.4,5
1516.5,1517.4,10
1517.5,1517.9,5
1518.0,1520.9,30
1521.0,1521.4,5
1521.5,1523.9,25
1524.0,1525.4,15
1525.5,1527.9,25
1528.0,1530.9,30
1531.0,1531.4,5
1531.5,1534.4,30
1534.5,1534.9,5
1535.0,1536.9,20
1537.0,1537.9,10
1538.0,1539.9,20
1540.0,1540.4,5
1540.5,1541.9,15
1542.0,1542.9,10
1543.0,1544.9,20
1545.0,1545.9,10
1546.0,1546.4,5
1546.5,1546.9,5
1547.0,1547.9,10
1548.0,1548.9,10
1549.0,1549.9,10
1550.0,1551.4,15
1551.5,1553.9,25
1554.0,1554.9,10
1555.0,1563.4,85
1563.5,1564.4,10
1564.5,1565.4,10
1565.5,1567.4,20
1567.5,1568.9,15
1569.0,1570.4,15
1570.5,1570.9,5
1571.0,1572.9,20
1573.0,1573.4,5
1573.5,1574.4,10
1574.5,1575.4,10
1575.5,1578.4,30
1578.5,1578.9,5
1579.0,1579.4,5
1579.5,1580.9,15
1581.0,1584.4,35
1584.5,1584.9,5
1585.0,1587.4,25
1587.5,1589.4,20
1589.5,1589.9,5
1590.0,1591.9,20
1592.0,1592.4,5
1592.5,1594.4,20
1594.5,1594.9,5
1595.0,1596.4,15
1596.5,1597.4,10
1597.5,1597.9,5
1598.0,1598.9,10
1599.0,1599.9,10
1600.0,1600.4,5
1600.5,1601.4,10
1601.5,1605.9,45
1606.0,1606.9,10
1607.0,1607.4,5
1607.5,1608.4,10
1608.5,1609.4,10
1609.5,1610.9,15
1611.0,1617.4,65
1617.5,1618.9,15
1619.0,1619.4,5
1619.5,1620.4,10
1620.5,1621.4,10
1621.5,1622.4,10
1622.5,1623.4,10
1623.5,1624.4,10
1624.5,1624.9,5
1625.0,1625.4,5
1625.5,1625.9,5
1626.0,1627.4,15
1627.5,1630.4,30
1630.5,1630.9,5
1631.0,1631.4,5
1631.5,1631.9,5
1632.0,1637.4,55
1637.5,1638.4,10
1638.5,1638.9,5
1639.0,1640.9,20
1641.0,1642.9,20
1643.0,1644.4,15
1644.5,1653.9,95
1654.0,1655.4,15
1655.5,1656.9,15
1657.0,1657.9,10
1658.0,1659.9,20
1660.0,1660.4,5
1660.5,1660.9,5
1661.0,1661.4,5
1661.5,1663.4,20
1663.5,1664.9,15
1665.0,1669.4,45
1669.5,1669.9,5
1670.0,1672.9,30
1673.0,1673.9,10
1674.0,1677.9,40
1678.0,1678.9,10
1679.0,1681.9,30
1682.0,1682.4,5
1682.5,1683.4,10
1683.5,1684.9,15
1685.0,1688.4,35
1688.5,1688.9,5
1689.0,1690.4,15
1690.5,1692.4,20
1692.5,1694.9,25
1695.0,1695.4,5
1695.5,1698.9,35
1699.0,1699.4,5
1699.5,1701.9,25
1702.0,1702.4,5
1702.5,1703.4,10
1703.5,1706.4,30
1706.5,1709.9,35
1710.0,1713.9,40
1714.0,1714.9,10
1715.0,1715.9,10
1716.0,1717.9,20
1718.0,1719.9,20
1720.0,1721.4,15
1721.5,1721.9,5
1722.0,1723.9,20
1724.0,1724.4,5
1724.5,1724.9,5
1725.0,1725.4,5
1725.5,1726.4,10
1726.5,1727.4,10
1727.5,1729.4,20
1729.5,1730.9,15
1731.0,1733.4,25
1733.5,1734.4,10
1734.5,1735.9,15
1736.0,1736.9,10
1737.0,1739.9,30
1740.0,1740.4,5
1740.5,1743.9,35
1744.0,1745.4,15
1745.5,1748.9,35
1749.0,1750.4,15
1750.5,1750.9,5
1751.0,1752.4,15
1752.5,1753.4,10
1753.5,1753.9,5
1754.0,1756.9,30
1757.0,1757.9,10
1758.0,1758.4,5
1758.5,1758.9,5
1759.0,1759.9,10
1760.0,1760.9,10
1761.0,1761.4,5
1761.5,1762.9,15
1763.0,1764.4,15
1764.5,1764.9,5
1765.0,1767.4,25
1767.5,1767.9,5
1768.0,1768.9,10
1769.0,1769.4,5
1769.5,1770.9,15
1771.0,1771.9,10
1772.0,1772.4,5
1772.5,1773.4,10
1773.5,1776.4,30
1776.5,1778.4,20
1778.5,1778.9,5
1779.0,1779.4,5
1779.5,1780.9,15
1781.0,1783.9,30
1784.0,1784.9,10
1785.0,1786.4,15
1786.5,1787.9,15
1788.0,1790.4,25
1790.5,1791.4,10
1791.5,1792.9,15
1793.0,1794.4,15
1794.5,1796.4,20
