start_time,end_time,goal_status,num_points
469.8,470.6,stopped (unknown),9
470.7000000000001,472.7000000000001,moving to station 2,21
472.8,473.4,stopped (unknown),7
473.5,475.3,moving to station 2,19
475.4,476.8,stopped (unknown),15
476.9,479.7000000000001,moving to station 2,29
479.8,481.4,stopped (unknown),17
481.5,486.2000000000001,moving to station 2,48
486.3,487.2000000000001,stopped (unknown),10
487.3,488.5,moving to station 2,13
488.6,489.2000000000001,stopped (unknown),7
489.3,495.5,moving to station 2,63
495.6,496.3,stopped (unknown),8
496.4,499.9,moving to station 2,36
500.0,501.0,stopped (unknown),11
501.1,501.3,moving to station 2,3
501.4,502.0,stopped (unknown),7
502.1,505.5,moving to station 2,35
505.6,507.1,stopped (unknown),16
507.2000000000001,507.7000000000001,moving to station 2,6
507.8,510.1,stopped (unknown),24
510.2000000000001,512.0,moving to station 2,19
512.1,513.7,stopped (unknown),17
513.8000000000001,514.1,moving to station 2,4
514.2,515.5,stopped (unknown),14
515.6,518.2,moving to station 2,27
518.3000000000001,518.3000000000001,stopped at station 2,1
518.4,520.2,moving to station 6,19
520.3000000000001,521.2,stopped (unknown),10
521.3000000000001,521.3000000000001,moving to station 6,1
521.4,523.0,stopped (unknown),17
523.1,525.8000000000001,moving to station 6,28
525.9,527.8000000000001,stopped (unknown),20
527.9,528.1,moving to station 6,3
528.2,530.1,stopped (unknown),20
530.2,530.8000000000001,moving to station 6,7
530.9,532.4,stopped (unknown),16
532.5,538.0,moving to station 6,56
538.1,538.6,stopped (unknown),6
538.7,540.1,moving to station 6,15
540.2,541.9,stopped (unknown),18
542.0,542.8000000000001,moving to station 6,9
542.9,544.1,stopped (unknown),13
544.2,545.0,moving to station 6,9
545.1,546.5,stopped (unknown),15
546.6,547.1,moving to station 6,6
547.2,548.6,stopped (unknown),15
548.7,549.8000000000001,moving to station 6,12
549.9,551.2,stopped (unknown),14
551.3000000000001,553.2,moving to station 6,20
553.3000000000001,554.6,stopped (unknown),14
554.7,554.7,moving to station 6,1
554.8000000000001,555.3000000000001,stopped (unknown),6
555.4,556.9,moving to station 6,16
557.0,557.0,stopped at station 6,1
557.1,557.7,moving to station 2,7
557.8000000000001,558.9,stopped (unknown),12
559.0,559.8000000000001,moving to station 2,9
559.9,561.5,stopped (unknown),17
561.6,562.2,moving to station 2,7
562.3000000000001,563.4,stopped (unknown),12
563.5,563.5,moving to station 2,1
563.6,565.4,stopped (unknown),19
565.5,569.5,moving to station 2,41
569.6,571.3000000000001,stopped (unknown),18
571.4,572.2,moving to station 2,9
572.3000000000001,572.8000000000001,stopped (unknown),6
572.9,575.1,moving to station 2,23
575.2,576.3000000000001,stopped (unknown),12
576.4,578.2,moving to station 2,19
578.3000000000001,579.2,stopped (unknown),10
579.3000000000001,582.0,moving to station 2,28
582.1,583.4,stopped (unknown),14
583.5,585.6,moving to station 2,22
585.7,586.6,stopped (unknown),10
586.7,586.8000000000001,moving to station 2,2
586.9,587.7,stopped (unknown),9
587.8000000000001,591.3000000000001,moving to station 2,36
591.4,591.4,stopped at station 2,1
591.5,593.2,moving to station 6,18
593.3000000000001,594.9,stopped (unknown),17
595.0,596.3000000000001,moving to station 6,14
596.4,597.7,stopped (unknown),14
597.8000000000001,600.8000000000001,moving to station 6,31
600.9,602.7,stopped (unknown),19
602.8000000000001,603.2,moving to station 6,5
603.3000000000001,605.0,stopped (unknown),18
605.1,605.6,moving to station 6,6
605.7,607.9,stopped (unknown),23
608.0,608.0,moving to station 6,1
608.1,609.6,stopped (unknown),16
609.7,611.9,moving to station 6,23
612.0,613.4,stopped (unknown),15
613.5,613.6,moving to station 6,2
613.7,614.4000000000001,stopped (unknown),8
614.5,614.8000000000001,moving to station 6,4
614.9000000000001,615.4000000000001,stopped (unknown),6
615.5,616.4000000000001,moving to station 6,10
616.5,618.3000000000001,stopped (unknown),19
618.4000000000001,620.1,moving to station 6,18
620.2,621.4000000000001,stopped (unknown),13
621.5,621.5,moving to station 6,1
621.6,623.5,stopped (unknown),20
623.6,625.9000000000001,moving to station 6,24
626.0,627.6,stopped (unknown),17
627.7,628.8000000000001,moving to station 6,12
628.9000000000001,630.7,stopped (unknown),19
630.8000000000001,633.7,moving to station 6,30
633.8000000000001,633.8000000000001,stopped at station 6,1
633.9000000000001,634.1,moving to station 1,3
634.2,635.1,stopped (unknown),10
635.2,639.8000000000001,moving to station 1,47
639.9000000000001,641.8000000000001,stopped (unknown),20
641.9000000000001,646.1,moving to station 1,43
646.2,647.9000000000001,stopped (unknown),18
648.0,650.1,moving to station 1,22
650.2,651.2,stopped (unknown),11
651.3000000000001,655.7,moving to station 1,45
655.8000000000001,656.5,stopped (unknown),8
656.6,656.7,moving to station 1,2
656.8000000000001,658.7,stopped (unknown),20
658.8000000000001,660.0,moving to station 1,13
660.1,660.6,stopped (unknown),6
660.7,663.3000000000001,moving to station 1,27
663.4000000000001,663.4000000000001,stopped at station 1,1
663.5,664.3000000000001,moving to station 4,9
664.4000000000001,665.3000000000001,stopped (unknown),10
665.4000000000001,666.8000000000001,moving to station 4,15
666.9000000000001,668.2,stopped (unknown),14
668.3000000000001,668.5,moving to station 4,3
668.6,669.5,stopped (unknown),10
669.6,669.9000000000001,moving to station 4,4
670.0,671.6,stopped (unknown),17
671.7,675.4000000000001,moving to station 4,38
675.5,676.3000000000001,stopped (unknown),9
676.4000000000001,676.8000000000001,moving to station 4,5
676.9000000000001,677.8000000000001,stopped (unknown),10
677.9000000000001,679.0,moving to station 4,12
679.1,679.6,stopped (unknown),6
679.7,680.1,moving to station 4,5
680.2,681.2,stopped (unknown),11
681.3000000000001,683.1,moving to station 4,19
683.2,685.6,stopped (unknown),25
685.7,686.5,moving to station 4,9
686.6,688.4000000000001,stopped (unknown),19
688.5,689.0,moving to station 4,6
689.1,690.0,stopped (unknown),10
690.1,690.8000000000001,moving to station 4,8
690.9000000000001,691.6,stopped (unknown),8
691.7,693.8000000000001,moving to station 4,22
693.9000000000001,694.7,stopped (unknown),9
694.8000000000001,695.4000000000001,moving to station 4,7
695.5,696.1,stopped (unknown),7
696.2,698.0,moving to station 4,19
698.1,699.2,stopped (unknown),12
699.3000000000001,715.9000000000001,moving to station 4,167
716.0,717.0,stopped (unknown),11
717.1,717.7,moving to station 4,7
717.8000000000001,719.6,stopped (unknown),19
719.7,722.0,moving to station 4,24
722.1,723.9000000000001,stopped (unknown),19
724.0,724.4000000000001,moving to station 4,5
724.5,724.5,stopped at station 4,1
724.6,724.6,moving to station 8,1
724.7,725.8000000000001,stopped (unknown),12
725.9000000000001,731.4000000000001,moving to station 8,56
731.5,733.2,stopped (unknown),18
733.3000000000001,735.6,moving to station 8,24
735.7,736.7,stopped (unknown),11
736.8000000000001,737.4000000000001,moving to station 8,7
737.5,740.2,stopped (unknown),28
740.3000000000001,740.9000000000001,moving to station 8,7
741.0,742.5,stopped (unknown),16
742.6,745.6,moving to station 8,31
745.7,746.4000000000001,stopped (unknown),8
746.5,751.5,moving to station 8,51
751.6,752.4000000000001,stopped (unknown),9
752.5,754.5,moving to station 8,21
754.6,757.7,stopped (unknown),32
757.8000000000001,759.9000000000001,moving to station 8,22
760.0,761.0,stopped (unknown),11
761.1,763.0,moving to station 8,20
763.1,763.7,stopped (unknown),7
763.8000000000001,765.1,moving to station 8,14
765.2,766.9000000000001,stopped (unknown),18
767.0,767.0,moving to station 8,1
767.1,767.7,stopped (unknown),7
767.8000000000001,771.1,moving to station 8,34
771.2,772.3000000000001,stopped (unknown),12
772.4000000000001,775.4000000000001,moving to station 8,31
775.5,776.1,stopped (unknown),7
776.2,777.6,moving to station 8,15
777.7,779.5,stopped (unknown),19
779.6,781.4000000000001,moving to station 8,19
781.5,783.4000000000001,stopped (unknown),20
783.5,786.8000000000001,moving to station 8,34
786.9000000000001,787.4000000000001,stopped (unknown),6
787.5,787.5,moving to station 8,1
787.6,788.9000000000001,stopped (unknown),14
789.0,790.7,moving to station 8,18
790.8000000000001,792.1,stopped (unknown),14
792.2,792.8000000000001,moving to station 8,7
792.9000000000001,793.4000000000001,stopped (unknown),6
793.5,796.9000000000001,moving to station 8,35
797.0,798.5,stopped (unknown),16
798.6,800.2,moving to station 8,17
800.3000000000001,800.9000000000001,stopped (unknown),7
801.0,804.6,moving to station 8,37
804.7,806.5,stopped (unknown),19
806.6,808.4000000000001,moving to station 8,19
808.5,808.5,stopped at station 8,1
808.6,808.8000000000001,moving to station 0,3
808.9000000000001,810.7,stopped (unknown),19
810.8000000000001,810.9000000000001,moving to station 0,2
811.0,812.9000000000001,stopped (unknown),20
813.0,814.1,moving to station 0,12
814.2,816.0,stopped (unknown),19
816.1,822.5,moving to station 0,65
822.6,825.5,stopped (unknown),30
825.6,826.1,moving to station 0,6
826.2,828.1,stopped (unknown),20
828.2,828.7,moving to station 0,6
828.8000000000001,830.7,stopped (unknown),20
830.8000000000001,836.3000000000001,moving to station 0,56
836.4000000000001,837.1,stopped (unknown),8
837.2,837.9000000000001,moving to station 0,8
838.0,838.8000000000001,stopped (unknown),9
838.9000000000001,841.0,moving to station 0,22
841.1,842.0,stopped (unknown),10
842.1,842.7,moving to station 0,7
842.8000000000001,844.4000000000001,stopped (unknown),17
844.5,847.6,moving to station 0,32
847.7,849.2,stopped (unknown),16
849.3000000000001,850.2,moving to station 0,10
850.3000000000001,850.3000000000001,stopped at station 0,1
850.4000000000001,854.0,moving to station 7,37
854.1,855.8000000000001,stopped (unknown),18
855.9000000000001,857.5,moving to station 7,17
857.6,858.9000000000001,stopped (unknown),14
859.0,860.7,moving to station 7,18
860.8000000000001,862.1,stopped (unknown),14
862.2,862.9000000000001,moving to station 7,8
863.0,863.8000000000001,stopped (unknown),9
863.9000000000001,864.1,moving to station 7,3
864.2,865.7,stopped (unknown),16
865.8000000000001,871.3000000000001,moving to station 7,56
871.4000000000001,872.7,stopped (unknown),14
872.8000000000001,875.3000000000001,moving to station 7,26
875.4000000000001,877.0,stopped (unknown),17
877.1,878.5,moving to station 7,15
878.6,880.5,stopped (unknown),20
880.6,882.4000000000001,moving to station 7,19
882.5,883.8000000000001,stopped (unknown),14
883.9000000000001,883.9000000000001,moving to station 7,1
884.0,884.7,stopped (unknown),8
884.8000000000001,885.9000000000001,moving to station 7,12
886.0,887.5,stopped (unknown),16
887.6,889.9000000000001,moving to station 7,24
890.0,891.2,stopped (unknown),13
891.3000000000001,892.6,moving to station 7,14
892.7,893.3000000000001,stopped (unknown),7
893.4000000000001,894.9000000000001,moving to station 7,16
895.0,897.3000000000001,stopped (unknown),24
897.4000000000001,897.5,moving to station 7,2
897.6,898.6,stopped (unknown),11
898.7,899.3000000000001,moving to station 7,7
899.4000000000001,900.9,stopped (unknown),16
901.0,901.3,moving to station 7,4
901.4,904.7,stopped (unknown),34
904.8,906.1,moving to station 7,14
906.2,907.7,stopped (unknown),16
907.8,909.2,moving to station 7,15
909.3,911.0,stopped (unknown),18
911.1,911.2,moving to station 7,2
911.3,913.1,stopped (unknown),19
913.2,915.9,moving to station 7,28
916.0,917.6,stopped (unknown),17
917.7,918.5,moving to station 7,9
918.6,919.6,stopped (unknown),11
919.7,920.0,moving to station 7,4
920.1,921.1,stopped (unknown),11
921.2,922.4,moving to station 7,13
922.5,923.1,stopped (unknown),7
923.2,925.1,moving to station 7,20
925.2,926.5,stopped (unknown),14
926.6,927.4,moving to station 7,9
927.5,929.2,stopped (unknown),18
929.3,929.6,moving to station 7,4
929.7,930.5,stopped (unknown),9
930.6,937.9,moving to station 7,74
938.0,938.8,stopped (unknown),9
938.9,939.1,moving to station 7,3
939.2,940.9,stopped (unknown),18
941.0,941.3,moving to station 7,4
941.4,942.5,stopped (unknown),12
942.6,943.2,moving to station 7,7
943.3,945.2,stopped (unknown),20
945.3,946.8,moving to station 3,16
946.9,948.2,stopped (unknown),14
948.3,950.0,moving to station 3,18
950.1,951.8,stopped (unknown),18
951.9,952.4,moving to station 3,6
952.5,953.9,stopped (unknown),15
954.0,956.2,moving to station 3,23
956.3,956.9,stopped (unknown),7
957.0,958.0,moving to station 3,11
958.1,958.7,stopped (unknown),7
958.8,959.1,moving to station 3,4
959.2,960.3,stopped (unknown),12
960.4,963.3,moving to station 3,30
963.4,964.8,stopped (unknown),15
964.9,965.1,moving to station 3,3
965.2,966.0,stopped (unknown),9
966.1,966.3,moving to station 3,3
966.4,967.9,stopped (unknown),16
968.0,968.1,moving to station 3,2
968.2,969.8,stopped (unknown),17
969.9,971.6,moving to station 3,18
971.7,972.6,stopped (unknown),10
972.7,973.7,moving to station 3,11
973.8,975.7,stopped (unknown),20
975.8,979.2,moving to station 3,35
979.3,980.6,stopped (unknown),14
980.7,980.9,moving to station 3,3
981.0,983.2,stopped (unknown),23
983.3,984.2,moving to station 3,10
984.3,984.3,stopped at station 3,1
984.4,985.3,moving to station 0,10
985.4,987.1,stopped (unknown),18
987.2,988.6,moving to station 0,15
988.7,989.8,stopped (unknown),12
989.9,992.9,moving to station 0,31
993.0,995.8,stopped (unknown),29
995.9,995.9,moving to station 0,1
996.0,997.8,stopped (unknown),19
997.9,998.0,moving to station 0,2
998.1,999.8,stopped (unknown),18
999.9,1001.1,moving to station 0,13
1001.2,1003.0,stopped (unknown),19
1003.1,1004.6,moving to station 0,16
1004.7,1006.1,stopped (unknown),15
1006.2,1006.6,moving to station 0,5
1006.7,1008.4,stopped (unknown),18
1008.5,1010.3,moving to station 0,19
1010.4,1012.0,stopped (unknown),17
1012.1,1013.8,moving to station 0,18
1013.9,1015.1,stopped (unknown),13
1015.2,1016.8,moving to station 0,17
1016.9,1018.1,stopped (unknown),13
1018.2,1020.0,moving to station 0,19
1020.1,1021.3,stopped (unknown),13
1021.4,1023.1,moving to station 0,18
1023.2,1025.0,stopped (unknown),19
1025.1,1025.6,moving to station 0,6
1025.7,1026.6,stopped (unknown),10
1026.7,1028.1,moving to station 0,15
1028.2,1029.2,stopped (unknown),11
1029.3,1029.3,moving to station 0,1
1029.4,1031.9,stopped (unknown),26
1032.0,1035.5,moving to station 0,36
1035.6,1036.4,stopped (unknown),9
1036.5,1036.8,moving to station 0,4
1036.9,1037.5,stopped (unknown),7
1037.6,1045.5,moving to station 0,80
1045.6,1047.2,stopped (unknown),17
1047.3,1049.8,moving to station 0,26
1049.9,1051.4,stopped (unknown),16
1051.5,1052.1,moving to station 0,7
1052.2,1053.9,stopped (unknown),18
1054.0,1054.8,moving to station 0,9
1054.9,1055.6,stopped (unknown),8
1055.7,1055.8,moving to station 0,2
1055.9,1056.5,stopped (unknown),7
1056.6,1056.6,moving to station 0,1
1056.7,1058.5,stopped (unknown),19
1058.6,1058.6,moving to station 0,1
1058.7,1060.6,stopped (unknown),20
1060.7,1060.7,moving to station 0,1
1060.8,1062.3,stopped (unknown),16
1062.4,1062.4,collision detected,1
1062.5,1063.4,stopped (unknown),10
1063.5,1063.5,moving to station 0,1
1063.6,1063.6,stopped at station 0,1
1063.7,1066.4,moving to station 5,28
1066.5,1068.3,stopped (unknown),19
1068.4,1068.4,moving to station 5,1
1068.5,1069.3,stopped (unknown),9
1069.4,1070.8,moving to station 5,15
1070.9,1072.2,stopped (unknown),14
1072.3,1072.4,moving to station 5,2
1072.5,1073.9,stopped (unknown),15
1074.0,1078.0,moving to station 5,41
1078.1,1079.2,stopped (unknown),12
1079.3,1079.5,moving to station 5,3
1079.6,1080.4,stopped (unknown),9
1080.5,1080.5,moving to station 5,1
1080.6,1081.2,stopped (unknown),7
1081.3,1084.4,moving to station 5,32
1084.5,1086.0,stopped (unknown),16
1086.1,1088.1,moving to station 5,21
1088.2,1090.0,stopped (unknown),19
1090.1,1091.1,moving to station 5,11
1091.2,1092.0,stopped (unknown),9
1092.1,1094.0,moving to station 5,20
1094.1,1096.0,stopped (unknown),20
1096.1,1098.3,moving to station 5,23
1098.4,1098.4,stopped at station 5,1
1098.5,1100.3,moving to station 8,19
1100.4,1102.2,stopped (unknown),19
1102.3,1102.7,moving to station 8,5
1102.8,1104.3,stopped (unknown),16
1104.4,1106.6,moving to station 8,23
1106.7,1108.1,stopped (unknown),15
1108.2,1111.7,moving to station 8,36
1111.8,1113.7,stopped (unknown),20
1113.8,1114.0,moving to station 8,3
1114.1,1115.3,stopped (unknown),13
1115.4,1119.0,moving to station 8,37
1119.1,1120.5,stopped (unknown),15
1120.6,1121.5,moving to station 8,10
1121.6,1123.1,stopped (unknown),16
1123.2,1124.9,moving to station 8,18
1125.0,1125.0,stopped at station 8,1
1125.1,1128.3,moving to station 1,33
1128.4,1129.6,stopped (unknown),13
1129.7,1130.9,moving to station 1,13
1131.0,1132.6,stopped (unknown),17
